intern_role,company_name,hiring_type,location,job_offer(LPA),stipend_per_month,duration(months),early_applicant,posted_date
Online Bharatnatyam Faculty For School Kids,Vikalp India Private Limited,yes,Workfromhome,0.0,9000,6.0,yes,2025-07-03
QA Testing,Rydeu Logistics UG,yes,Workfromhome,0.0,12000,6.0,No,2025-07-03
Online Math Faculty For School Kids,Vikalp India Private Limited,yes,Workfromhome,0.0,9000,6.0,No,2025-07-03
Online Buisness Studies Faculty For School Kids,Vikalp India Private Limited,yes,Workfromhome,0.0,9000,6.0,No,2025-07-03
Online Account Faculty For School Kids,Vikalp India Private Limited,yes,Workfromhome,0.0,9000,6.0,No,2025-07-03
Online Psychology For School Kids,Vikalp India Private Limited,yes,Workfromhome,0.0,9000,6.0,No,2025-07-03
Online Public Speaking For School Kids,Vikalp India Private Limited,yes,Workfromhome,0.0,9000,6.0,No,2025-07-03
Human Resource,Teach Maven,yes,Bangalore,0.0,20000,3.0,No,2025-07-03
Talent Acquisition,Resolute AI Software Private Limited,yes,Workfromhome,0.0,5000,3.0,No,2025-07-03
Business Development (Sales),Swayam Foundation,yes,Workfromhome,0.0,25000,3.0,No,2025-07-03
Social Media Marketing,Sugary,yes,Mumbai,0.0,17000,5.0,No,2025-07-03
Business Development (Sales),STARTUP SQUAD PRIVATE LIMITED,yes,Gurgaon,0.0,10000,6.0,No,2025-07-03
Business Analytics,CollegeTips Ed Tech Media Private Limited,yes,Workfromhome,6.0,25000,3.0,No,2025-07-03
Photography,Ikkasa,no,Moradabad,0.0,2000,2.0,yes,2025-07-03
Finance,CollegeTips Ed Tech Media Private Limited,yes,Workfromhome,5.0,25000,3.0,No,2025-07-03
Content Writing,CollegeTips Ed Tech Media Private Limited,yes,Workfromhome,5.0,25000,3.0,No,2025-07-03
Content Writing,Sprintzeal Private Limited,no,Bangalore,0.0,10000,6.0,yes,2025-07-03
Instagram Reels Video Editing,FRND,yes,Workfromhome,0.0,7000,3.0,No,2025-07-03
Digital Marketing,ReportsInsights Consulting Pvt Ltd,yes,Workfromhome,0.0,5000,6.0,No,2025-07-03
Content Marketing,Kshitiksha Foundation,yes,Workfromhome,0.0,0,3.0,No,2025-07-03
Digital Marketing,CollegeTips Ed Tech Media Private Limited,yes,Workfromhome,5.0,25000,3.0,No,2025-07-03
Video Editing/Making,Sarvam Foundation,yes,Workfromhome,0.0,1000,3.0,No,2025-07-03
Marketing,Sunsure Energy Private Limited,yes,Gurgaon,0.0,10000,2.0,No,2025-07-03
Digital Marketing,Ether Kreativ & ITH,yes,Workfromhome,0.0,15000,3.0,No,2025-07-03
Content and Social Media Marketing,Overseas Study Advisor,no,Workfromhome,0.0,2000,3.0,No,2025-07-03
Video Editing/Making,WhizJuniors,yes,Workfromhome,0.0,7000,4.0,No,2025-07-03
Copywriting,WhizJuniors,yes,Workfromhome,0.0,5000,4.0,No,2025-07-03
Content Writing,Earth5R,yes,Workfromhome,0.0,0,3.0,No,2025-07-03
Sales and Marketing Manager,Madhyam Estate Linkers Private Limited,no,"Delhi,Gurgaon,Noida",0.0,12000,3.0,yes,2025-07-03
Sales,Rentkar-Switch To Share,no,Mumbai,3.0,15000,6.0,yes,2025-07-03
Business Consultant,Pawzz,yes,Workfromhome,0.0,8000,3.0,No,2025-07-03
Social Entrepreneurship,Pawzz,yes,Workfromhome,0.0,8000,3.0,No,2025-07-03
Social Media Marketing,Woro Media LLP,no,Workfromhome,0.0,3000,2.0,No,2025-07-03
Inside Sales,CGCE Private Limited,no,Mumbai,0.0,24000,6.0,yes,2025-07-03
Photography,Punrjanam Collective ( By Graphitales Creatives),no,Jaipur,0.0,8000,3.0,yes,2025-07-03
Content and Social Media Marketing,Urban Dil,no,Workfromhome,3.0,5000,3.0,No,2025-07-03
Video Editing/Making,UFF Foods Private Limited,no,Workfromhome,4.0,11000,6.0,No,2025-07-03
Content and Social Media Marketing,GLHF Esports Academy,yes,Workfromhome,0.0,15000,3.0,No,2025-07-03
Sales and Marketing,Woof - A Digital Parenting App,no,Workfromhome,0.0,20000,3.0,No,2025-07-03
Law/Legal,Tax Real Time,no,Workfromhome,0.0,3000,3.0,yes,2025-07-03
Content Writing,Womenite,yes,Workfromhome,0.0,0,3.0,No,2025-07-03
Business Research,PicUpMe,no,Workfromhome,0.0,10000,5.0,No,2025-07-03
Video Editing/Making,Highfly Holidays,no,Indore,0.0,20000,6.0,yes,2025-07-03
Lead Generation,Group Futurista,yes,Workfromhome,3.0,8000,6.0,No,2025-07-03
Volunteering,Womenite,yes,Workfromhome,0.0,0,3.0,yes,2025-07-03
Social Media Marketing,Womenite,yes,Workfromhome,0.0,0,3.0,No,2025-07-03
Fundraising,Womenite,yes,Workfromhome,0.0,0,3.0,yes,2025-07-03
Content and Social Media Marketing,Swiller,no,Gurgaon,0.0,10000,2.0,No,2025-07-03
Artificial Intelligence (AI),CareerNest,yes,Workfromhome,0.0,20000,2.0,No,2025-07-03
E-Commerce Operations,SRV Enterprises,no,"Faridabad,Delhi,Noida",3.0,12000,4.0,No,2025-07-03
Finance & Accounting,BearHugs,yes,"Faridabad,Delhi,Ghaziabad,Gurgaon,Noida",0.0,10000,6.0,No,2025-07-03
UI/UX Design,Brihat Infotech Private Limited,yes,"Delhi,Gurgaon,GreaterNoida,Noida",0.0,10000,3.0,No,2025-07-03
Accounting & Taxation,Brihat Infotech Private Limited,yes,"Delhi,GreaterNoida,Noida",0.0,6000,3.0,No,2025-07-03
Electronics Engineering,Identium Tech Solutions,no,Delhi,0.0,15000,6.0,No,2025-07-03
Graphic Design,VirtualCMO Marketing Private Limited,no,Workfromhome,0.0,1001,3.0,No,2025-07-03
Search Engine Optimization (SEO),Vikalp India Private Limited,yes,Workfromhome,0.0,9000,6.0,No,2025-07-03
Business Development (Sales),Gurba Edutech Private Limited,yes,Workfromhome,2.5,25000,3.0,No,2025-07-03
Content Writing,BetterAlt,no,Mumbai,4.5,15000,3.0,No,2025-07-03
Business Development (Sales),Nyasta Gramojvala Solutions,no,Hyderabad,0.0,11000,3.0,yes,2025-07-03
Competitive Programming Teaching,CipherSchools,yes,"Chandigarh,Gurgaon,Mohali,GreaterNoida,Noida,Punjab",0.0,10000,4.0,No,2025-07-03
Store Fashion Consultant,GJ Manufacturers Private Limited,no,"Mumbai,Jaipur",0.0,20000,6.0,No,2025-07-03
International Business Development,ITechOps Cloud Private Limited,no,Ahmedabad,0.0,13000,4.0,yes,2025-07-03
Educational Consultant,DistanceMBAhub.com,no,Gurgaon,0.0,15000,3.0,yes,2025-07-03
Auditing & Accounting,GEM Advisors,no,"Thane,Mumbai",0.0,5001,6.0,No,2025-07-03
Business Development (Sales),Get Naukri,no,Chandigarh,0.0,10000,3.0,yes,2025-07-03
Robotics Engineering,Adsys,no,Jaipur,0.0,15000,3.0,No,2025-07-03
Social Media Marketing,Design Equate,no,Pune,0.0,13000,3.0,yes,2025-07-03
Video Editing/Making,Anshu Saxena,no,Workfromhome,0.0,1000,6.0,No,2025-07-03
Social Media Marketing,Red Fire Communications,no,Workfromhome,0.0,1000,3.0,No,2025-07-03
Supply Chain & Logistics Operations,Onlineteksupport IT Solutions Private Limited,no,"Bangalore,Indiranagar",0.0,10000,3.0,No,2025-07-03
Youtube Manager,True Value Talks,no,Gurgaon,0.0,15000,6.0,No,2025-07-03
Python Development,A2 Creations,yes,Workfromhome,0.0,4000,4.0,No,2025-07-03
Business Development (Sales),Moople Institute Of Animation And Design,no,Kolkata,0.0,17000,6.0,yes,2025-07-03
Search Engine Optimization (SEO),PRP Webs,no,Jaipur,0.0,18000,6.0,No,2025-07-03
Business Development (Sales),Moople Academy Private Limited,no,Kolkata,0.0,12500,6.0,yes,2025-07-03
Content and Social Media Marketing,Rayds Services Private Limited,no,Mumbai,0.0,5000,6.0,yes,2025-07-03
Telecaller,VideosForEveryone,no,Mumbai,0.0,10000,3.0,yes,2025-07-03
Human Resources (HR),House Of Hiranandani,no,Mumbai,0.0,10000,6.0,No,2025-07-03
SAP Software Consultant,NISHTHA AGRAWAL,no,Mumbai,0.0,20000,2.0,No,2025-07-03
Business Development (Sales),QuickScaleup,no,Patna,0.0,9000,6.0,yes,2025-07-03
Digital Marketing,BSGA Healthcare Services,yes,Workfromhome,0.0,5000,6.0,No,2025-07-03
Graphic Designer,Brilliant Approach Private Limited,no,Ahmedabad,0.0,10000,6.0,yes,2025-07-03
UI/UX Design,Lit Amor,no,Workfromhome,6.0,18000,2.0,No,2025-07-03
Customer Service,Penkraft Ideas Pvt Ltd,no,Thane,0.0,25001,6.0,yes,2025-07-03
Data Analytics,CollegeTips Ed Tech Media Private Limited,yes,Workfromhome,6.0,25000,3.0,No,2025-07-03
Web Development,CollegeTips Ed Tech Media Private Limited,yes,Workfromhome,6.0,25000,3.0,No,2025-07-03
Artificial Intelligence (AI),CollegeTips Ed Tech Media Private Limited,yes,Workfromhome,6.0,25000,3.0,No,2025-07-03
Corporate Sales,ArtForHumanity Foundation,no,Workfromhome,0.0,25000,3.0,No,2025-07-03
Human Resources (HR),CollegeTips Ed Tech Media Private Limited,yes,Workfromhome,5.0,25000,3.0,No,2025-07-03
Graphic Design,CollegeTips Ed Tech Media Private Limited,yes,Workfromhome,5.0,25000,3.0,No,2025-07-03
Content Creation,CollegeTips Ed Tech Media Private Limited,yes,Workfromhome,5.0,25000,3.0,No,2025-07-03
Video Editing/Making,CollegeTips Ed Tech Media Private Limited,yes,Workfromhome,5.0,25000,3.0,No,2025-07-03
Marketing,CollegeTips Ed Tech Media Private Limited,yes,Workfromhome,5.0,25000,3.0,No,2025-07-03
Sales and Marketing,Euro Dreams Eduverseas Private Limited,no,Indore,0.0,5000,6.0,yes,2025-07-03
Telecalling,Worldex India Exhibition & Promotion Private Limited,no,Mumbai,0.0,17000,3.0,yes,2025-07-03
Lead Generation,Institute Of Rural Development Programme (IRDP),no,Workfromhome,0.0,1001,2.0,No,2025-07-03
Sales and Marketing,Elitebutlers Hospitality Solutions LLP,no,Faridabad,0.0,10000,3.0,yes,2025-07-03
Inside Sales,Primark Infotech,no,Hyderabad,0.0,8000,3.0,yes,2025-07-03
HR Recruitment,PinePixel Studios (Synesis Consulting),no,Kolkata,2.0,6000,3.0,No,2025-07-03
MBA Marketing,Rise Retail & Payment Solutions Private Limited,no,Pune,4.0,7500,2.0,yes,2025-07-03
Operations,Connfido B.V(Celeris),no,Delhi,0.0,5000,3.0,No,2025-07-03
Architecture,RS Architects,no,Bangalore,0.0,12000,6.0,yes,2025-07-03
Marketing,O Hi,no,Jaipur,0.0,10000,3.0,yes,2025-07-03
Business Development (Sales),NDS Infotech,no,Mumbai,0.0,15000,6.0,yes,2025-07-03
Tele Fundraising,Basti Ki Pathshala Foundation,yes,Workfromhome,0.0,10000,3.0,No,2025-07-03
Social Sector (Operations - Summer Internship),Basti Ki Pathshala Foundation,yes,Workfromhome,0.0,10000,3.0,No,2025-07-03
Social Sector,She Can Foundation,yes,Workfromhome,0.0,10000,3.0,No,2025-07-03
Volunteering,NayePankh Foundation,yes,Workfromhome,0.0,10000,3.0,No,2025-07-03
1 Week Fundraising,NayePankh Foundation,yes,Workfromhome,0.0,10000,3.0,No,2025-07-03
Search Engine Optimization (SEO),Skug Insights,yes,Workfromhome,0.0,5000,6.0,No,2025-07-03
UI/UX Design,Highway Delite,yes,Workfromhome,0.0,15000,6.0,No,2025-07-03
Tellecaller,Pinkcity Jobs,no,Jaipur,0.0,15000,3.0,yes,2025-07-03
Site Engineering (Civil),Mangal Interior Designers,no,"Mumbai,MiraBhayandar,MiraRoad",0.0,8000,6.0,yes,2025-07-03
Video Editing/Making,TrBahadurpur,no,Raipur,0.0,12000,3.0,yes,2025-07-03
Business Development,VyapaarJagat.com,no,Ahmedabad,0.0,18000,4.0,yes,2025-07-03
Graphic Design,Beeyond Tech,yes,Mumbai,0.0,12000,3.0,No,2025-07-03
Operations,BrainWave Consulting,no,Pune,0.0,10000,6.0,No,2025-07-03
Telecalling,MBL & PARTNERS,no,"Delhi,Ghaziabad,Noida",0.0,18000,3.0,yes,2025-07-03
Social Media Marketing,Myfroyoland,no,"Hyderabad,Mumbai,Bangalore",0.0,10000,3.0,No,2025-07-03
Mechanical Engineering,NB Entrepreneurs,no,Nagpur,6.0,15000,3.0,yes,2025-07-03
Operation Executive/Creative Executive,AppBroda,no,Bangalore,0.0,20000,6.0,No,2025-07-03
Video Content Creator,Set2Score,no,Workfromhome,0.0,6000,3.0,No,2025-07-03
WordPress Development,Digipioneer,no,Workfromhome,0.0,1500,3.0,No,2025-07-03
Human Resources (HR),TalentPret,no,"Pune,Mumbai",0.0,10000,6.0,No,2025-07-03
Marketing,Keyperformix,no,Workfromhome,0.0,3000,3.0,No,2025-07-03
3D modelling,Bricks And Pixels Pvt Ltd,no,Noida,0.0,12000,6.0,No,2025-07-03
Accounts,Solar Work Enertec Private Limited,no,Gurgaon,0.0,10000,6.0,No,2025-07-03
Laravel/Livewire Developer,Das IT Consultancy,no,Workfromhome,0.0,5000,6.0,No,2025-07-03
Sales Consultant,Varun Thakkar,no,Pune,0.0,5000,2.0,yes,2025-07-03
Video Editing/Making,Litmarked,yes,Workfromhome,0.0,15000,2.0,No,2025-07-03
E-Commerce Operations,V4 Solutions,no,Workfromhome,0.0,5000,3.0,No,2025-07-03
Web Development,Innover Labs,yes,Pune,3.0,9000,6.0,No,2025-07-03
UI/UX Design,Innover Labs,yes,Workfromhome,0.0,7500,6.0,No,2025-07-03
Video Editing/Making,QuadB Tech,yes,Ludhiana,5.0,20000,6.0,yes,2025-07-03
Human Resources (HR),Innover Labs,yes,Pune,3.0,10000,6.0,No,2025-07-03
Content and Social Media Marketing,MoonBliss,no,Bangalore,0.0,15000,3.0,No,2025-07-03
Marketing & Business Development,Vassud,no,Workfromhome,0.0,12000,6.0,No,2025-07-03
Data Science,DeepThought CultureTech Ventures Pvt Ltd.,yes,Tadipatri,0.0,20000,6.0,No,2025-07-03
Marketing,Lakavish Nutratech Pvt. Ltd,no,Mumbai,2.4,12000,4.0,No,2025-07-03
Content Writing,Rudralife,yes,Mumbai,0.0,7000,3.0,No,2025-07-03
Graphic Design,Social Refuel Private Limited,no,Mumbai,0.0,10000,6.0,yes,2025-07-03
Human Resources (HR),Euro Dreams - Study Abroad Consultancy,no,Indore,0.0,5000,6.0,yes,2025-07-03
Campus Ambassador,Ithaca Education Consultants,no,"Dehradun,DehradunSub-District",0.0,0,2.0,yes,2025-07-03
Business Strategy,FineShift Software Private Limited,no,Pune,8.0,10000,3.0,No,2025-07-03
Web Development,Kubo Architecture Studio,no,Jabalpur,0.0,8000,2.0,No,2025-07-03
Civil Engineering,Tapi Prestressed Products Limited,no,Pune,0.0,15000,6.0,yes,2025-07-03
AI Storytelling,DeepThought CultureTech Ventures Pvt Ltd.,yes,Workfromhome,0.0,4000,6.0,No,2025-07-03
Content Writing,Matebiz Private Limited,no,Delhi,0.0,12000,3.0,No,2025-07-03
Content Writing,Minerva Infotech,no,Kolkata,0.0,8000,4.0,No,2025-07-03
Influencer Marketing Acquisition,ViralMe,no,Workfromhome,0.0,3000,3.0,No,2025-07-03
Copywriting,Tonic Worldwide,no,Mumbai,0.0,10001,3.0,No,2025-07-03
Human Resources (HR),Tata AIA Life Insurance,no,Mumbai,0.0,10003,6.0,No,2025-07-03
Human Resources (HR),Paoyaila Animation Studios LLP,no,Workfromhome,0.0,1001,6.0,No,2025-07-03
Law/Legal,VIVEK SHEEL,no,Delhi,3.6,15000,2.0,No,2025-07-03
Hotel Management,2COMS Consulting Private Limited,no,Wellington(NewZealand),0.0,10000,5.0,No,2025-07-03
Social Media Marketing,Per4mance Guru,no,Delhi,0.0,12000,6.0,No,2025-07-03
Interior Design,G2Design Interior,no,Pune,2.4,12000,6.0,yes,2025-07-03
Sales and Marketing,GoDigital Technologies,no,"Pune,Mumbai,Nagpur,Nashik",0.0,8000,6.0,yes,2025-07-03
Community Growth,Fempreneur,no,Ahmedabad,0.0,18000,3.0,yes,2025-07-03
Finance,Globus Thenken,yes,"Pune,Mumbai",0.0,15000,4.0,No,2025-07-03
Content and Social Media Marketing,Suraj Bohra,yes,Workfromhome,0.0,6300,3.0,No,2025-07-03
Business Development (Sales),Creative Boat,no,Pune,0.0,13000,3.0,yes,2025-07-03
Digital Marketing,The Jobway,no,Bangalore,0.0,15000,3.0,yes,2025-07-03
Content and Social Media Marketing,Brand Scale-Up Inc,no,Bangalore,0.0,15000,3.0,yes,2025-07-03
Architecture,STUDIO SHYA,no,Workfromhome,0.0,5000,3.0,yes,2025-07-03
Unity Game Development,Monkhub,yes,Gurgaon,0.0,10000,6.0,No,2025-07-03
Content and Social Media Marketing,AtriS Productions,no,Patna,2.1,6000,3.0,yes,2025-07-03
Full Stack Development,VASAPTEX LLP,yes,Noida,0.0,7500,3.0,No,2025-07-03
Operations,PRISM HOMESTAYS,yes,Delhi,0.0,12000,6.0,No,2025-07-03
Interior Design,AVANA SPACE,no,Chennai,0.0,5000,3.0,yes,2025-07-03
UI/UX Design,Testmint.ai,yes,Workfromhome,0.0,10000,6.0,No,2025-07-03
Content and Social Media Marketing,Onetimex,no,Mumbai,0.0,15002,6.0,No,2025-07-03
Business Development (Sales),Kaboo.ai,no,Bangalore,0.0,5000,2.0,yes,2025-07-03
Sales,GOODWEEKS TOURISM PRIVATE LIMITED,no,Delhi,0.0,7000,3.0,yes,2025-07-03
Human Resources (HR),Windzard Technologies Private Limited,no,"Chennai,TambaramSanatorium",0.0,20000,4.0,yes,2025-07-03
Business Strategy,Prowrrap Packaging Private Limited,yes,Workfromhome,0.0,10000,6.0,No,2025-07-03
Content and Social Media Marketing,Funny Bones Clothing Private Limited,no,Surat,0.0,6000,3.0,yes,2025-07-03
Customer Acquisition,Tradexa Technologies Private Limited,yes,Pune,6.0,10000,3.0,No,2025-07-03
Lead Generation,Techfynder,no,Hyderabad,4.0,15000,3.0,No,2025-07-03
Social Media Marketing,NIF Global Pimpri Chinchwad,no,Pimpri-Chinchwad,0.0,3000,3.0,yes,2025-07-03
Search Engine Optimization (SEO),SargamStaan,no,Delhi,0.0,6000,6.0,yes,2025-07-03
Video Editor,Voyagio,yes,Workfromhome,0.0,12000,3.0,No,2025-07-03
Software Development Engineering (Web),CoderWing,no,Indore,0.0,5000,3.0,No,2025-07-03
Sales and Marketing,Agility AI Pvt. Ltd.,yes,Ghaziabad,8.0,18000,2.0,No,2025-07-03
Graphic Design,The Brand Palette,no,Chandigarh,0.0,15000,4.0,No,2025-07-03
Food Processing Engineering,Ricoira Foods,no,Pune,0.0,15000,3.0,yes,2025-07-03
Business Development (Sales),KOKRA PROMOTERS,no,Gurgaon,0.0,10000,2.0,No,2025-07-03
Content and Social Media Marketing,Zenstudy Private Limited,no,Delhi,0.0,8000,5.0,No,2025-07-03
Stock Market & Finance,Savvy Merit,yes,Workfromhome,0.0,1100,3.0,No,2025-07-03
Creator-in-Residence,Voyagio,yes,Workfromhome,0.0,12000,2.0,No,2025-07-03
Subject Matter Expert (SME) (CLAT PG),Lawtech,yes,Workfromhome,0.0,8000,3.0,No,2025-07-03
Media & Public Relations (PR),Veritas Reputation PR Private Limited,no,Bangalore,3.0,10000,2.0,yes,2025-07-03
Corporate Sales,Sipani Properties (P) Limited,yes,Bangalore,0.0,10000,3.0,No,2025-07-03
Full Stack Development,Indika AI Private Limited,yes,"Delhi,Ghaziabad,Gurgaon,Noida,Haryana",0.0,15000,6.0,No,2025-07-03
Event Management,Fusion Beauty,yes,Delhi,0.0,20000,3.0,No,2025-07-03
Creative & Operations,The Polish Room,no,Jalandhar,0.0,12000,4.0,yes,2025-07-03
Creative Marketing,Ishita Bhalla,no,Workfromhome,0.0,3000,3.0,No,2025-07-03
Content and Social Media Marketing,Seven Storey,yes,Delhi,0.0,12000,4.0,No,2025-07-03
Full Stack Development,TechPranee (SpearHub),yes,Workfromhome,5.0,10000,4.0,No,2025-07-03
Finance Research Analyst,Savvy Merit,yes,Workfromhome,0.0,1100,3.0,No,2025-07-03
Business Development (Sales),Insta Move Logistics Private Limited,no,Dehradun,0.0,12000,2.0,yes,2025-07-03
Human Resources (HR),SuperTails,yes,Bangalore,0.0,15000,4.0,No,2025-07-03
Finance Equity Analyst,Savvy Merit,yes,Workfromhome,0.0,1100,3.0,No,2025-07-03
Copywriting,Pawzz,yes,Workfromhome,0.0,9000,3.0,No,2025-07-03
Operations,MEJOR INFO SERVICES,no,Kolkata,0.0,8500,6.0,yes,2025-07-03
Recruitment Consultant,Careersource,yes,Coimbatore,0.0,5750,3.0,No,2025-07-03
Human Resource Associate,Quantazone,yes,Workfromhome,0.0,5000,6.0,No,2025-07-02
Digital Marketing,RedCraft Events,yes,Workfromhome,0.0,5000,6.0,No,2025-07-02
E-Commerce Operations,VleBazaar,yes,Gurgaon,0.0,20000,6.0,No,2025-07-02
Content and Social Media Marketing,Comet Currency,no,Bangalore,0.0,23000,2.0,yes,2025-07-02
Campus Ambassador,QuadB Tech,yes,Workfromhome,0.0,0,6.0,No,2025-07-02
Graphic Design,CHOKOR,no,Delhi,0.0,10000,3.0,No,2025-07-02
WordPress Development,Tarun Kaushik,no,"Ghaziabad,Meerut,Modinagar,Muradnagar,Noida",0.0,12000,3.0,No,2025-07-02
Marketing,KMA Container Line,no,Workfromhome,0.0,2002,2.0,No,2025-07-02
Journalism,Swasthya Plus Network,yes,Workfromhome,0.0,20000,3.0,No,2025-07-02
Social Media Marketing,KCCL ZIPPERS,no,Kolkata,0.0,12500,3.0,No,2025-07-02
Social Media Marketing,SETTGO KITCHENS & CONSULTING PRIVATE LIMITED,yes,Workfromhome,0.0,1200,3.0,No,2025-07-02
Campus Ambassador,SkillLevel,yes,Workfromhome,0.0,0,3.0,No,2025-07-02
Customer Service/Customer Support,Homafy,no,Delhi,0.0,5000,3.0,yes,2025-07-02
Video Editing/Making,Miniboxoffice,no,"Ghaziabad,GreaterNoida,Noida",0.0,5000,3.0,No,2025-07-02
React Native Development,Trivy Technologies Private Limited,yes,Workfromhome,1.0,5000,3.0,No,2025-07-02
Social Media Marketing,VsnapU,no,Raipur,0.0,8000,3.0,yes,2025-07-02
Full Stack Development,Trivy Technologies Private Limited,yes,Workfromhome,0.0,5000,3.0,No,2025-07-02
Market Research,Ramraj Enterprises,yes,Workfromhome,0.0,8500,3.0,No,2025-07-02
Interior Design,Bespoke Havens,no,Bangalore,0.0,8000,3.0,yes,2025-07-02
Management Trainee,Quantazone,yes,Workfromhome,0.0,5000,6.0,No,2025-07-02
Company Secretary (CS),Extinct Fire Engineering Private Limited,no,Bangalore,0.0,12000,24.0,yes,2025-07-02
Proofreading & Client Interaction,Internshala,yes,Workfromhome,0.0,14445,6.0,No,2025-07-02
Corporate Sales,Biswal Infotech Solutions,no,Workfromhome,3.5,6000,2.0,No,2025-07-02
Telecalling,Learnify Technologies Private Limited,no,Noida,0.0,15000,2.0,No,2025-07-02
Graphic Design,Credex,yes,Workfromhome,0.0,20000,4.0,No,2025-07-02
Yoga Trainer,Record Owner,no,Workfromhome,0.0,5000,3.0,No,2025-07-02
Graphic Design,Badho,no,Gurgaon,0.0,20001,3.0,No,2025-07-02
Marketing,Business Simplified,no,Gurgaon,0.0,12000,2.0,No,2025-07-02
Hedge Fund Analyst - Machine Learning,CreditXchange.AI,no,Workfromhome,0.0,25000,3.0,No,2025-07-02
Search Engine Optimization (SEO),Reach Skyline,no,Chennai,0.0,5000,3.0,yes,2025-07-02
Law/Legal,CS Exam Warriors,no,Workfromhome,0.0,3000,3.0,No,2025-07-02
Marketing,Isprava,no,Mumbai,0.0,15000,6.0,No,2025-07-02
Video Editing/Making,Raja Tyagi,no,"GreaterNoida,Noida",0.0,4500,3.0,yes,2025-07-02
Quant Strategy Building,CreditXchange.AI,no,Workfromhome,0.0,25000,6.0,yes,2025-07-02
Live Shows Artist Management,Dynamo Entertainment & Talent Management Private Limited,no,Mumbai,0.0,10000,6.0,yes,2025-07-02
Content Writing,Puraskaar Foundation,no,Workfromhome,0.0,0,3.0,No,2025-07-02
Sales and Marketing,Communezen Ventures Private Limited (Uniliv),no,Delhi,0.0,12000,2.0,No,2025-07-02
Human Resources (HR),Heaven Consultancy,no,Chennai,0.0,25000,6.0,No,2025-07-02
Digital Marketing,Ambition Private Limited,no,Kolkata,2.0,12000,3.0,yes,2025-07-02
Marketing and Operations,Sales Design Institute,no,Bangalore,0.0,15000,3.0,yes,2025-07-02
Business Development,BimaKavach Technologies Private Limited,no,Bangalore,5.0,15000,6.0,yes,2025-07-02
Digital Marketing,Gravity (Gravity Engineering Services Private Limited),no,"Patna,Bihar",3.0,10000,6.0,No,2025-07-02
